report.id,period.fiscal-year,cube.description,cube.tree-sequence,report.entity-name,dimensions.count,dimension-pair,cube.primary-local-name,fact.value,unit,cube_id
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",73,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],IntergovernmentalRevenueFromStateStateRevenueSharingModifiedAccrual,498252.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",73,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],IntergovernmentalRevenueFromStateStateRevenueSharingModifiedAccrual,498252.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",77,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],StateCapitalGrantsModifiedAccrual,663359.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",77,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],StateCapitalGrantsModifiedAccrual,801876.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",77,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],StateCapitalGrantsModifiedAccrual,1465235.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",78,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],GrantsContributionsAndDonationsFromStateGovernmentalEntitiesModifiedAccrual,21130654.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",78,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],GrantsContributionsAndDonationsFromStateGovernmentalEntitiesModifiedAccrual,39471430.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",78,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],GrantsContributionsAndDonationsFromStateGovernmentalEntitiesModifiedAccrual,18340776.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",80,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ContributionsFromLocalUnitsModifiedAccrual,0.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",80,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],ContributionsFromLocalUnitsModifiedAccrual,3800540.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",80,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],ContributionsFromLocalUnitsModifiedAccrual,3800540.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",80,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],ContributionsFromLocalUnitsModifiedAccrual,2500.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",80,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ContributionsFromLocalUnitsModifiedAccrual,0.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",80,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],ContributionsFromLocalUnitsModifiedAccrual,17000.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",102,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ChargesForServicesAndSalesModifiedAccrual,13036475.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",102,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ChargesForServicesAndSalesModifiedAccrual,13440114.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",102,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],ChargesForServicesAndSalesModifiedAccrual,13598528.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",102,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],ChargesForServicesAndSalesModifiedAccrual,562053.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",102,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],ChargesForServicesAndSalesModifiedAccrual,146829.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",102,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ChargesForServicesAndSalesModifiedAccrual,1469376.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",102,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],ChargesForServicesAndSalesModifiedAccrual,1616205.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",108,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],RevenueFromFinesAndForfeituresAndPenaltiesModifiedAccrual,69651.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",108,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],RevenueFromFinesAndForfeituresAndPenaltiesModifiedAccrual,231576.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",108,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],RevenueFromFinesAndForfeituresAndPenaltiesModifiedAccrual,161925.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",108,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],RevenueFromFinesAndForfeituresAndPenaltiesModifiedAccrual,1050.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",108,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],RevenueFromFinesAndForfeituresAndPenaltiesModifiedAccrual,3540.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",108,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],RevenueFromFinesAndForfeituresAndPenaltiesModifiedAccrual,4590.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",112,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],RevenuesFromInterestModifiedAccrual,118011.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",112,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],RevenuesFromInterestModifiedAccrual,368354.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",113,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],RevenueFromInterestAndDividendsModifiedAccrual,250343.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",115,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],RevenueFromInterestAndRentsModifiedAccrual,161084.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",115,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],RevenueFromInterestAndRentsModifiedAccrual,250343.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",119,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],InvestmentIncomeAndRentalsModifiedAccrual,4.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",119,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],InvestmentIncomeAndRentalsModifiedAccrual,45650.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",119,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],InvestmentIncomeAndRentalsModifiedAccrual,45706.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",123,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],RevenueFromRentsAndRoyaltiesModifiedAccrual,43073.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",142,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],RevenuesFromOtherGeneralGovernmentModifiedAccrual,0.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",142,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],RevenuesFromOtherGeneralGovernmentModifiedAccrual,58562.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",142,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],RevenuesFromOtherGeneralGovernmentModifiedAccrual,58562.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",179,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ReimbursementsModifiedAccrual,128014.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",185,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],OtherRevenuesModifiedAccrual,358366.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",185,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],OtherRevenuesModifiedAccrual,880819.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",185,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],OtherRevenuesModifiedAccrual,346677.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",185,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],OtherRevenuesModifiedAccrual,29870.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",185,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],OtherRevenuesModifiedAccrual,376547.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",186,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],RevenuesModifiedAccrual,56758290.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",186,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],RevenuesModifiedAccrual,60650133.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",186,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],RevenuesModifiedAccrual,110379579.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",186,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],RevenuesModifiedAccrual,57369677.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",186,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],RevenuesModifiedAccrual,2592221.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",186,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],RevenuesModifiedAccrual,9618510.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",186,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],RevenuesModifiedAccrual,13104519.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",193,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ExpendituresForGeneralGovernmentServicesLegislativeAndExecutiveModifiedAccrual,833422.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",193,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],ExpendituresForGeneralGovernmentServicesLegislativeAndExecutiveModifiedAccrual,833422.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",193,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],ExpendituresForGeneralGovernmentServicesLegislativeAndExecutiveModifiedAccrual,0.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",193,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ExpendituresForGeneralGovernmentServicesLegislativeAndExecutiveModifiedAccrual,231763.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",193,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],ExpendituresForGeneralGovernmentServicesLegislativeAndExecutiveModifiedAccrual,231763.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",197,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ExpendituresForChiefExecutiveOrganizationUnitModifiedAccrual,703398.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",201,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ExpendituresForClerkModifiedAccrual,498155.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",211,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ExpendituresForGeneralGovernmentServicesFinanceAndTaxAdministrationModifiedAccrual,3701577.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",211,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],ExpendituresForGeneralGovernmentServicesFinanceAndTaxAdministrationModifiedAccrual,0.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",211,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ExpendituresForGeneralGovernmentServicesFinanceAndTaxAdministrationModifiedAccrual,1138885.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",211,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],ExpendituresForGeneralGovernmentServicesFinanceAndTaxAdministrationModifiedAccrual,1138885.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",213,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ExpendituresForOtherGeneralGovernmentElectionsModifiedAccrual,862575.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",215,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],ExpendituresForOtherGeneralGovernmentAttorneyCorporationCounselModifiedAccrual,790428.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",220,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],ExpendituresForGeneralGovernmentServicesOtherModifiedAccrual,160269.0,USD,404000
